ord_id,ord_number,cust_id,prd_key,qty,unit_price,order_date,ship_date,due_date,channel,status
842,ORD00000842,498,PRD-0019,2,478,2025-12-29 11:35:17,2026-01-02 11:35:17,2026-01-07 11:35:17,Web,Returned
843,ORD00000843,211,PRD-0021,2,1130,2020-03-05 15:37:20,2020-03-09 15:37:20,2020-03-14 15:37:20,Phone,Returned
844,ORD00000844,468,PRD-0030,3,1529,2021-09-22 07:16:05,2021-09-24 07:16:05,2021-10-07 07:16:05,Phone,Pending
845,ORD00000845,405,PRD-0013,4,1216,2020-08-29 10:32:44,2020-09-01 10:32:44,2020-09-14 10:32:44,Web,Delivered
846,ORD00000846,332,PRD-0010,2,1387,2022-03-13 20:07:08,2022-03-15 20:07:08,2022-03-25 20:07:08,Phone,Returned
847,ORD00000847,408,PRD-0009,2,1577,2025-06-02 11:55:14,2025-06-03 11:55:14,2025-06-16 11:55:14,Web,Returned
848,ORD00000848,110,PRD-0008,2,1471,2020-06-13 13:41:50,2020-06-14 13:41:50,2020-06-20 13:41:50,Web,Cancelled
849,ORD00000849,750,PRD-0018,2,1413,2021-03-13 03:45:48,2021-03-17 03:45:48,2021-03-22 03:45:48,Web,Pending
850,ORD00000850,693,PRD-0018,1,1722,2025-09-05 08:07:40,2025-09-09 08:07:40,2025-09-19 08:07:40,Store,Cancelled
851,ORD00000851,376,PRD-0008,3,528,2020-08-06 03:30:28,2020-08-09 03:30:28,2020-08-15 03:30:28,Store,Delivered
852,ORD00000852,252,PRD-0009,2,1170,2025-10-19 07:05:09,2025-10-21 07:05:09,2025-10-27 07:05:09,Phone,Pending
853,ORD00000853,109,PRD-0005,1,1318,2025-05-16 15:34:55,2025-05-20 15:34:55,2025-05-23 15:34:55,Web,Returned
854,ORD00000854,224,PRD-0017,4,1503,2021-03-16 10:08:17,2021-03-17 10:08:17,2021-03-30 10:08:17,Store,Cancelled
855,ORD00000855,470,PRD-0010,4,1579,2024-06-23 19:43:06,2024-06-26 19:43:06,2024-07-07 19:43:06,Phone,Cancelled
856,ORD00000856,488,PRD-0021,1,1907,2020-04-16 11:15:05,2020-04-18 11:15:05,2020-04-24 11:15:05,Web,Delivered
857,ORD00000857,312,PRD-0009,4,1437,2021-12-16 04:04:16,2021-12-18 04:04:16,2021-12-27 04:04:16,Store,Pending
858,ORD00000858,91,PRD-0004,3,1370,2020-09-14 22:03:18,2020-09-17 22:03:18,2020-09-27 22:03:18,Web,Delivered
859,ORD00000859,71,PRD-0009,3,1498,2025-10-19 01:30:23,2025-10-21 01:30:23,2025-10-31 01:30:23,Store,Returned
860,ORD00000860,27,PRD-0002,2,1032,2020-11-13 19:56:06,2020-11-14 19:56:06,2020-11-26 19:56:06,Store,Delivered
861,ORD00000861,429,PRD-0012,1,1706,2020-03-08 02:24:02,2020-03-10 02:24:02,2020-03-13 02:24:02,Store,Returned
862,ORD00000862,561,PRD-0015,4,1321,2020-07-01 02:56:37,2020-07-03 02:56:37,2020-07-16 02:56:37,Web,Cancelled
863,ORD00000863,552,PRD-0023,2,1468,2023-11-17 12:25:36,2023-11-20 12:25:36,2023-12-02 12:25:36,Phone,Returned
864,ORD00000864,721,PRD-0007,1,1302,2021-07-12 18:51:54,2021-07-15 18:51:54,2021-07-20 18:51:54,Web,Cancelled
865,ORD00000865,591,PRD-0016,2,966,2022-10-27 06:54:37,2022-10-30 06:54:37,2022-11-03 06:54:37,Store,Cancelled
866,ORD00000866,46,PRD-0002,1,524,2021-08-08 18:59:48,2021-08-10 18:59:48,2021-08-21 18:59:48,Store,Cancelled
867,ORD00000867,150,PRD-0029,2,1091,2022-07-10 23:22:13,2022-07-13 23:22:13,2022-07-18 23:22:13,Phone,Returned
868,ORD00000868,61,PRD-0004,2,829,2020-05-09 10:46:44,2020-05-13 10:46:44,2020-05-16 10:46:44,Store,Cancelled
869,ORD00000869,605,PRD-0026,2,306,2021-02-06 10:32:33,2021-02-09 10:32:33,2021-02-14 10:32:33,Store,Returned
870,ORD00000870,658,PRD-0025,1,906,2024-01-18 14:24:09,2024-01-20 14:24:09,2024-01-25 14:24:09,Web,Delivered
871,ORD00000871,104,PRD-0016,3,846,2020-05-19 10:25:39,2020-05-22 10:25:39,2020-06-04 10:25:39,Phone,Delivered
872,ORD00000872,143,PRD-0012,4,685,2025-05-11 11:03:45,2025-05-14 11:03:45,2025-05-25 11:03:45,Web,Cancelled
873,ORD00000873,354,PRD-0008,2,1054,2021-12-26 09:22:30,2021-12-30 09:22:30,2022-01-07 09:22:30,Web,Pending
874,ORD00000874,530,PRD-0014,4,764,2020-07-11 14:17:52,2020-07-15 14:17:52,2020-07-24 14:17:52,Web,Returned
875,ORD00000875,199,PRD-0009,4,473,2023-12-02 03:13:03,2023-12-05 03:13:03,2023-12-15 03:13:03,Web,Returned
876,ORD00000876,415,PRD-0016,1,746,2025-12-16 03:14:34,2025-12-17 03:14:34,2025-12-25 03:14:34,Web,Returned
877,ORD00000877,190,PRD-0003,3,1608,2021-07-09 15:10:22,2021-07-11 15:10:22,2021-07-20 15:10:22,Web,Cancelled
878,ORD00000878,386,PRD-0026,1,652,2022-02-08 18:10:18,2022-02-09 18:10:18,2022-02-12 18:10:18,Store,Pending
879,ORD00000879,145,PRD-0029,3,369,2022-07-01 03:01:21,2022-07-03 03:01:21,2022-07-07 03:01:21,Store,Delivered
880,ORD00000880,669,PRD-0029,1,544,2025-08-22 00:05:31,2025-08-23 00:05:31,2025-08-31 00:05:31,Phone,Pending
881,ORD00000881,343,PRD-0029,3,670,2022-01-20 11:54:24,2022-01-24 11:54:24,2022-01-29 11:54:24,Phone,Cancelled
882,ORD00000882,518,PRD-0011,1,427,2025-04-15 10:10:59,2025-04-18 10:10:59,2025-04-27 10:10:59,Web,Cancelled
883,ORD00000883,254,PRD-0011,3,1442,2025-11-15 05:07:37,2025-11-19 05:07:37,2025-12-02 05:07:37,Web,Cancelled
884,ORD00000884,377,PRD-0013,2,1293,2024-05-22 14:10:06,2024-05-24 14:10:06,2024-05-29 14:10:06,Phone,Pending
885,ORD00000885,528,PRD-0016,4,1629,2022-08-05 22:50:25,2022-08-07 22:50:25,2022-08-11 22:50:25,Web,Returned
886,ORD00000886,550,PRD-0014,2,1071,2021-08-18 00:46:03,2021-08-20 00:46:03,2021-09-02 00:46:03,Web,Returned
887,ORD00000887,748,PRD-0003,2,923,2021-03-29 17:57:14,2021-03-30 17:57:14,2021-04-07 17:57:14,Phone,Cancelled
888,ORD00000888,267,PRD-0008,1,833,2024-08-11 19:22:16,2024-08-13 19:22:16,2024-08-25 19:22:16,Phone,Delivered
889,ORD00000889,37,PRD-0030,1,779,2020-09-30 04:03:39,2020-10-03 04:03:39,2020-10-06 04:03:39,Web,Cancelled
890,ORD00000890,638,PRD-0006,3,785,2021-10-16 03:16:02,2021-10-19 03:16:02,2021-10-28 03:16:02,Store,Pending
891,ORD00000891,130,PRD-0001,1,1806,2023-07-27 15:01:25,2023-07-30 15:01:25,2023-08-08 15:01:25,Phone,Cancelled
892,ORD00000892,515,PRD-0004,2,1887,2022-03-08 00:03:05,2022-03-10 00:03:05,2022-03-16 00:03:05,Web,Pending
893,ORD00000893,1,PRD-0014,1,590,2022-12-04 08:02:20,2022-12-05 08:02:20,2022-12-10 08:02:20,Web,Delivered
894,ORD00000894,654,PRD-0028,3,1185,2023-11-17 04:00:05,2023-11-21 04:00:05,2023-12-02 04:00:05,Web,Delivered
895,ORD00000895,511,PRD-0024,4,1327,2020-06-13 06:55:09,2020-06-16 06:55:09,2020-06-28 06:55:09,Web,Pending
896,ORD00000896,86,PRD-0029,2,1915,2021-05-07 19:05:05,2021-05-08 19:05:05,2021-05-11 19:05:05,Phone,Pending
897,ORD00000897,385,PRD-0017,2,1821,2021-03-16 21:41:39,2021-03-19 21:41:39,2021-03-28 21:41:39,Phone,Delivered
898,ORD00000898,298,PRD-0019,4,1820,2020-08-25 15:22:45,2020-08-27 15:22:45,2020-09-07 15:22:45,Web,Delivered
899,ORD00000899,34,PRD-0023,3,1630,2024-03-25 11:40:35,2024-03-28 11:40:35,2024-04-02 11:40:35,Store,Delivered
900,ORD00000900,208,PRD-0018,1,897,2025-02-25 21:42:14,2025-02-26 21:42:14,2025-03-07 21:42:14,Web,Returned
901,ORD00000901,146,PRD-0008,3,879,2020-06-12 06:12:21,2020-06-13 06:12:21,2020-06-17 06:12:21,Store,Returned
902,ORD00000902,11,PRD-0013,2,1429,2023-08-24 21:06:09,2023-08-26 21:06:09,2023-09-01 21:06:09,Store,Delivered
903,ORD00000903,345,PRD-0015,2,442,2023-04-26 15:08:05,2023-04-29 15:08:05,2023-05-05 15:08:05,Phone,Pending
904,ORD00000904,694,PRD-0025,3,1874,2021-08-01 21:55:07,2021-08-02 21:55:07,2021-08-12 21:55:07,Store,Pending
905,ORD00000905,268,PRD-0024,1,1508,2020-06-04 07:18:03,2020-06-05 07:18:03,2020-06-15 07:18:03,Web,Delivered
906,ORD00000906,593,PRD-0001,3,1940,2021-04-30 05:03:03,2021-05-04 05:03:03,2021-05-13 05:03:03,Web,Pending
907,ORD00000907,422,PRD-0012,2,1594,2022-10-27 07:34:19,2022-10-30 07:34:19,2022-11-04 07:34:19,Phone,Returned
908,ORD00000908,66,PRD-0005,4,623,2023-11-07 03:10:55,2023-11-09 03:10:55,2023-11-21 03:10:55,Phone,Delivered
909,ORD00000909,185,PRD-0008,3,1806,2024-12-08 05:12:29,2024-12-11 05:12:29,2024-12-23 05:12:29,Web,Pending
910,ORD00000910,181,PRD-0010,1,975,2024-07-09 18:25:30,2024-07-11 18:25:30,2024-07-15 18:25:30,Phone,Delivered
911,ORD00000911,448,PRD-0006,4,1386,2022-10-08 18:45:44,2022-10-10 18:45:44,2022-10-22 18:45:44,Web,Delivered
912,ORD00000912,429,PRD-0021,1,1697,2021-12-14 05:24:01,2021-12-15 05:24:01,2021-12-27 05:24:01,Store,Cancelled
913,ORD00000913,39,PRD-0011,1,1953,2022-07-07 22:34:47,2022-07-11 22:34:47,2022-07-14 22:34:47,Phone,Delivered
914,ORD00000914,195,PRD-0026,1,1909,2023-11-17 23:16:41,2023-11-19 23:16:41,2023-11-25 23:16:41,Web,Pending
915,ORD00000915,275,PRD-0010,4,1736,2025-06-12 13:43:46,2025-06-16 13:43:46,2025-06-19 13:43:46,Store,Returned
916,ORD00000916,716,PRD-0026,1,969,2022-03-11 13:58:41,2022-03-15 13:58:41,2022-03-24 13:58:41,Store,Delivered
917,ORD00000917,302,PRD-0022,2,1779,2022-09-20 13:31:38,2022-09-23 13:31:38,2022-10-02 13:31:38,Phone,Pending
918,ORD00000918,363,PRD-0019,1,309,2025-12-30 21:53:07,2025-12-31 21:53:07,2026-01-09 21:53:07,Phone,Returned
919,ORD00000919,135,PRD-0002,2,1663,2025-10-20 14:50:24,2025-10-23 14:50:24,2025-10-26 14:50:24,Web,Cancelled
920,ORD00000920,369,PRD-0002,1,970,2024-11-11 01:31:11,2024-11-14 01:31:11,2024-11-26 01:31:11,Web,Returned
921,ORD00000921,25,PRD-0003,1,1029,2022-05-13 20:59:06,2022-05-14 20:59:06,2022-05-23 20:59:06,Store,Pending
922,ORD00000922,508,PRD-0001,3,1442,2021-12-16 21:00:59,2021-12-18 21:00:59,2021-12-24 21:00:59,Web,Returned
923,ORD00000923,117,PRD-0015,1,1791,2025-06-01 08:16:29,2025-06-04 08:16:29,2025-06-07 08:16:29,Phone,Pending
924,ORD00000924,240,PRD-0019,3,1875,2020-12-03 00:53:48,2020-12-07 00:53:48,2020-12-11 00:53:48,Web,Returned
925,ORD00000925,149,PRD-0013,3,366,2025-05-31 12:08:52,2025-06-03 12:08:52,2025-06-14 12:08:52,Store,Returned
926,ORD00000926,393,PRD-0029,2,1140,2022-04-25 06:51:41,2022-04-28 06:51:41,2022-05-03 06:51:41,Web,Returned
927,ORD00000927,231,PRD-0017,3,1200,2024-07-20 16:07:38,2024-07-21 16:07:38,2024-08-01 16:07:38,Phone,Delivered
928,ORD00000928,226,PRD-0022,1,494,2022-06-20 10:40:54,2022-06-22 10:40:54,2022-07-04 10:40:54,Phone,Pending
929,ORD00000929,100,PRD-0005,4,748,2021-02-17 05:29:00,2021-02-20 05:29:00,2021-02-26 05:29:00,Web,Cancelled
930,ORD00000930,266,PRD-0024,3,1854,2022-04-02 03:12:42,2022-04-03 03:12:42,2022-04-15 03:12:42,Phone,Returned
931,ORD00000931,352,PRD-0025,2,1115,2025-02-14 17:09:36,2025-02-15 17:09:36,2025-02-27 17:09:36,Phone,Returned
932,ORD00000932,506,PRD-0015,3,319,2024-09-07 22:44:08,2024-09-10 22:44:08,2024-09-14 22:44:08,Store,Delivered
933,ORD00000933,484,PRD-0009,1,1970,2024-03-19 22:47:53,2024-03-20 22:47:53,2024-03-26 22:47:53,Phone,Delivered
934,ORD00000934,377,PRD-0006,1,1117,2023-10-06 01:51:13,2023-10-10 01:51:13,2023-10-15 01:51:13,Phone,Returned
935,ORD00000935,4,PRD-0020,2,1995,2022-07-09 20:18:43,2022-07-10 20:18:43,2022-07-23 20:18:43,Phone,Returned
936,ORD00000936,197,PRD-0002,3,1116,2021-01-06 22:55:21,2021-01-09 22:55:21,2021-01-15 22:55:21,Web,Cancelled
937,ORD00000937,276,PRD-0016,1,1875,2021-03-06 02:17:22,2021-03-10 02:17:22,2021-03-21 02:17:22,Web,Cancelled
938,ORD00000938,60,PRD-0009,2,1341,2025-03-26 07:42:46,2025-03-30 07:42:46,2025-04-10 07:42:46,Store,Delivered
939,ORD00000939,95,PRD-0011,4,498,2023-11-04 04:35:20,2023-11-08 04:35:20,2023-11-13 04:35:20,Store,Returned
940,ORD00000940,325,PRD-0008,4,951,2021-03-03 10:24:08,2021-03-04 10:24:08,2021-03-09 10:24:08,Phone,Cancelled
941,ORD00000941,439,PRD-0018,2,628,2022-03-06 11:51:57,2022-03-10 11:51:57,2022-03-23 11:51:57,Web,Pending
942,ORD00000942,234,PRD-0011,4,802,2021-11-08 00:48:18,2021-11-10 00:48:18,2021-11-17 00:48:18,Web,Cancelled
943,ORD00000943,147,PRD-0020,3,1868,2023-06-13 14:13:59,2023-06-15 14:13:59,2023-06-24 14:13:59,Web,Delivered
944,ORD00000944,438,PRD-0003,2,1584,2022-01-26 07:40:17,2022-01-27 07:40:17,2022-01-31 07:40:17,Store,Pending
945,ORD00000945,490,PRD-0023,1,650,2024-10-04 08:38:48,2024-10-07 08:38:48,2024-10-17 08:38:48,Store,Pending
946,ORD00000946,30,PRD-0010,2,1654,2023-12-10 10:54:20,2023-12-12 10:54:20,2023-12-24 10:54:20,Phone,Delivered
947,ORD00000947,277,PRD-0003,4,1545,2020-06-21 02:06:45,2020-06-25 02:06:45,2020-07-07 02:06:45,Phone,Pending
948,ORD00000948,334,PRD-0024,1,1716,2021-03-27 05:06:31,2021-03-30 05:06:31,2021-04-04 05:06:31,Store,Pending
949,ORD00000949,555,PRD-0029,2,1810,2022-02-03 15:18:53,2022-02-04 15:18:53,2022-02-07 15:18:53,Phone,Returned
950,ORD00000950,744,PRD-0012,1,332,2022-01-31 19:16:52,2022-02-03 19:16:52,2022-02-10 19:16:52,Store,Returned
951,ORD00000951,526,PRD-0024,2,1959,2023-04-25 00:09:38,2023-04-27 00:09:38,2023-05-08 00:09:38,Phone,Returned
952,ORD00000952,436,PRD-0008,1,1261,2021-01-16 19:37:05,2021-01-20 19:37:05,2021-01-28 19:37:05,Phone,Returned
953,ORD00000953,183,PRD-0029,4,1895,2025-02-19 07:45:48,2025-02-20 07:45:48,2025-02-26 07:45:48,Phone,Delivered
954,ORD00000954,531,PRD-0025,2,888,2024-12-23 15:13:40,2024-12-25 15:13:40,2025-01-01 15:13:40,Phone,Returned
955,ORD00000955,58,PRD-0008,3,1124,2024-11-22 04:07:19,2024-11-25 04:07:19,2024-12-01 04:07:19,Store,Delivered
956,ORD00000956,199,PRD-0027,2,1495,2023-09-30 13:14:12,2023-10-02 13:14:12,2023-10-11 13:14:12,Store,Delivered
957,ORD00000957,7,PRD-0004,2,691,2023-09-04 11:15:11,2023-09-07 11:15:11,2023-09-11 11:15:11,Phone,Cancelled
958,ORD00000958,659,PRD-0003,1,1673,2020-08-27 01:15:50,2020-08-28 01:15:50,2020-09-01 01:15:50,Phone,Cancelled
959,ORD00000959,478,PRD-0006,3,718,2023-08-24 18:22:52,2023-08-27 18:22:52,2023-09-08 18:22:52,Web,Returned
960,ORD00000960,211,PRD-0002,4,1885,2021-11-26 03:57:31,2021-11-29 03:57:31,2021-12-10 03:57:31,Store,Cancelled
961,ORD00000961,172,PRD-0021,4,392,2022-04-15 03:07:12,2022-04-18 03:07:12,2022-04-24 03:07:12,Store,Pending
962,ORD00000962,622,PRD-0025,4,1588,2022-08-16 07:29:51,2022-08-19 07:29:51,2022-08-25 07:29:51,Web,Delivered
963,ORD00000963,114,PRD-0028,2,756,2025-11-22 01:19:45,2025-11-26 01:19:45,2025-12-09 01:19:45,Phone,Pending
964,ORD00000964,42,PRD-0007,2,546,2023-04-18 03:21:15,2023-04-22 03:21:15,2023-04-27 03:21:15,Web,Delivered
965,ORD00000965,568,PRD-0005,4,994,2020-05-16 11:15:36,2020-05-18 11:15:36,2020-05-27 11:15:36,Store,Pending
966,ORD00000966,707,PRD-0018,3,780,2023-02-23 09:54:45,2023-02-24 09:54:45,2023-02-28 09:54:45,Web,Cancelled
967,ORD00000967,115,PRD-0023,4,1729,2022-04-06 11:02:52,2022-04-08 11:02:52,2022-04-19 11:02:52,Web,Returned
968,ORD00000968,432,PRD-0003,3,1659,2020-06-04 15:07:39,2020-06-06 15:07:39,2020-06-15 15:07:39,Phone,Delivered
969,ORD00000969,653,PRD-0020,1,513,2024-07-25 05:26:21,2024-07-26 05:26:21,2024-07-29 05:26:21,Web,Returned
970,ORD00000970,630,PRD-0007,1,524,2024-10-19 13:58:48,2024-10-22 13:58:48,2024-11-04 13:58:48,Web,Pending
971,ORD00000971,179,PRD-0003,2,1856,2025-08-17 17:43:56,2025-08-21 17:43:56,2025-08-24 17:43:56,Web,Pending
972,ORD00000972,238,PRD-0020,1,893,2022-01-06 11:54:36,2022-01-07 11:54:36,2022-01-19 11:54:36,Phone,Returned
973,ORD00000973,446,PRD-0022,1,1700,2020-03-20 22:21:55,2020-03-24 22:21:55,2020-04-04 22:21:55,Phone,Cancelled
974,ORD00000974,370,PRD-0012,3,1836,2022-01-24 23:26:48,2022-01-26 23:26:48,2022-02-03 23:26:48,Store,Delivered
975,ORD00000975,134,PRD-0005,1,1769,2024-11-12 05:10:20,2024-11-15 05:10:20,2024-11-19 05:10:20,Web,Pending
976,ORD00000976,119,PRD-0003,3,1173,2021-05-31 11:35:26,2021-06-04 11:35:26,2021-06-14 11:35:26,Phone,Pending
977,ORD00000977,122,PRD-0030,1,1959,2022-07-22 15:19:41,2022-07-23 15:19:41,2022-07-28 15:19:41,Phone,Pending
978,ORD00000978,156,PRD-0022,1,580,2020-11-22 09:44:39,2020-11-24 09:44:39,2020-12-01 09:44:39,Store,Pending
979,ORD00000979,657,PRD-0003,1,412,2023-06-17 23:20:22,2023-06-18 23:20:22,2023-06-29 23:20:22,Web,Pending
980,ORD00000980,634,PRD-0011,2,1254,2020-05-22 05:02:12,2020-05-24 05:02:12,2020-05-29 05:02:12,Phone,Returned
981,ORD00000981,604,PRD-0023,3,1474,2023-04-02 11:31:24,2023-04-06 11:31:24,2023-04-11 11:31:24,Phone,Delivered
982,ORD00000982,407,PRD-0009,4,845,2024-07-28 20:01:40,2024-08-01 20:01:40,2024-08-08 20:01:40,Store,Pending
983,ORD00000983,172,PRD-0023,3,1892,2025-08-27 23:13:49,2025-08-30 23:13:49,2025-09-09 23:13:49,Store,Returned
984,ORD00000984,393,PRD-0001,3,1055,2021-06-23 15:54:17,2021-06-24 15:54:17,2021-07-07 15:54:17,Phone,Pending
985,ORD00000985,704,PRD-0025,2,1603,2024-05-09 08:07:55,2024-05-11 08:07:55,2024-05-22 08:07:55,Store,Delivered
986,ORD00000986,544,PRD-0016,2,767,2022-10-25 13:26:26,2022-10-29 13:26:26,2022-11-04 13:26:26,Phone,Pending
987,ORD00000987,69,PRD-0017,3,1509,2021-08-12 18:36:31,2021-08-15 18:36:31,2021-08-23 18:36:31,Web,Pending
988,ORD00000988,728,PRD-0018,4,1017,2022-11-03 08:43:02,2022-11-06 08:43:02,2022-11-15 08:43:02,Store,Cancelled
989,ORD00000989,612,PRD-0002,4,305,2021-06-08 14:22:28,2021-06-10 14:22:28,2021-06-16 14:22:28,Web,Delivered
990,ORD00000990,569,PRD-0015,3,638,2020-05-26 07:10:11,2020-05-27 07:10:11,2020-06-01 07:10:11,Web,Cancelled
991,ORD00000991,438,PRD-0009,1,1119,2021-02-12 20:24:14,2021-02-15 20:24:14,2021-02-24 20:24:14,Store,Delivered
992,ORD00000992,607,PRD-0003,1,1711,2025-03-29 08:11:08,2025-03-31 08:11:08,2025-04-05 08:11:08,Web,Returned
993,ORD00000993,709,PRD-0005,2,1665,2022-06-17 10:25:02,2022-06-21 10:25:02,2022-07-02 10:25:02,Phone,Returned
994,ORD00000994,185,PRD-0030,4,1072,2021-04-29 09:39:39,2021-05-03 09:39:39,2021-05-08 09:39:39,Web,Pending
995,ORD00000995,93,PRD-0013,3,525,2021-05-21 18:00:04,2021-05-23 18:00:04,2021-05-28 18:00:04,Web,Cancelled
996,ORD00000996,674,PRD-0021,3,1102,2020-03-06 00:56:53,2020-03-07 00:56:53,2020-03-18 00:56:53,Store,Pending
997,ORD00000997,622,PRD-0007,1,1775,2024-05-02 04:12:40,2024-05-03 04:12:40,2024-05-14 04:12:40,Web,Pending
998,ORD00000998,424,PRD-0025,4,1374,2025-03-16 11:49:52,2025-03-20 11:49:52,2025-03-30 11:49:52,Web,Cancelled
999,ORD00000999,362,PRD-0003,3,1710,2024-09-15 07:59:58,2024-09-18 07:59:58,2024-09-21 07:59:58,Web,Delivered
1000,ORD00001000,460,PRD-0024,3,1738,2024-05-17 22:58:52,2024-05-20 22:58:52,2024-06-02 22:58:52,Web,Delivered
1001,ORD00001001,619,PRD-0013,3,1637,2023-07-24 06:24:47,2023-07-27 06:24:47,2023-07-30 06:24:47,Phone,Returned
1002,ORD00001002,233,PRD-0015,3,939,2023-10-18 16:45:00,2023-10-20 16:45:00,2023-10-31 16:45:00,Web,Pending
1003,ORD00001003,626,PRD-0008,4,1583,2020-03-08 23:15:11,2020-03-10 23:15:11,2020-03-17 23:15:11,Phone,Cancelled
1004,ORD00001004,170,PRD-0028,1,951,2025-03-03 06:29:02,2025-03-06 06:29:02,2025-03-10 06:29:02,Store,Cancelled
1005,ORD00001005,524,PRD-0013,3,386,2023-04-04 09:32:57,2023-04-06 09:32:57,2023-04-14 09:32:57,Web,Delivered
1006,ORD00001006,30,PRD-0012,1,818,2024-08-17 05:29:03,2024-08-19 05:29:03,2024-08-28 05:29:03,Web,Cancelled
1007,ORD00001007,60,PRD-0008,1,427,2021-05-13 18:07:19,2021-05-16 18:07:19,2021-05-25 18:07:19,Phone,Returned
1008,ORD00001008,651,PRD-0018,3,412,2021-03-13 20:50:48,2021-03-17 20:50:48,2021-03-20 20:50:48,Phone,Cancelled
1009,ORD00001009,131,PRD-0015,3,1370,2020-08-03 11:50:46,2020-08-06 11:50:46,2020-08-19 11:50:46,Web,Cancelled
1010,ORD00001010,171,PRD-0030,2,1625,2020-03-13 23:42:48,2020-03-14 23:42:48,2020-03-23 23:42:48,Phone,Pending
1011,ORD00001011,407,PRD-0006,4,709,2024-01-28 20:37:05,2024-01-29 20:37:05,2024-02-03 20:37:05,Store,Pending
1012,ORD00001012,519,PRD-0007,3,953,2021-01-05 03:02:21,2021-01-06 03:02:21,2021-01-11 03:02:21,Phone,Pending
1013,ORD00001013,25,PRD-0014,1,1462,2021-09-18 08:30:27,2021-09-20 08:30:27,2021-09-29 08:30:27,Phone,Delivered
1014,ORD00001014,399,PRD-0006,4,485,2023-07-18 06:04:42,2023-07-19 06:04:42,2023-07-26 06:04:42,Web,Pending
1015,ORD00001015,658,PRD-0030,4,1324,2022-03-04 22:39:21,2022-03-05 22:39:21,2022-03-18 22:39:21,Store,Cancelled
1016,ORD00001016,513,PRD-0010,1,1338,2020-06-30 18:49:46,2020-07-02 18:49:46,2020-07-13 18:49:46,Store,Cancelled
1017,ORD00001017,105,PRD-0006,3,687,2022-10-03 21:48:00,2022-10-07 21:48:00,2022-10-16 21:48:00,Phone,Returned
1018,ORD00001018,238,PRD-0001,3,935,2021-09-28 17:30:43,2021-09-30 17:30:43,2021-10-05 17:30:43,Phone,Delivered
1019,ORD00001019,204,PRD-0015,2,885,2024-12-21 18:55:14,2024-12-23 18:55:14,2024-12-31 18:55:14,Web,Returned
1020,ORD00001020,188,PRD-0017,3,1157,2024-07-20 07:07:11,2024-07-23 07:07:11,2024-08-03 07:07:11,Store,Returned
1021,ORD00001021,717,PRD-0026,3,1061,2021-07-05 10:36:58,2021-07-07 10:36:58,2021-07-18 10:36:58,Phone,Cancelled
1022,ORD00001022,637,PRD-0005,4,653,2022-11-29 06:10:38,2022-12-03 06:10:38,2022-12-11 06:10:38,Web,Cancelled
1023,ORD00001023,435,PRD-0013,1,913,2021-07-14 21:03:28,2021-07-16 21:03:28,2021-07-29 21:03:28,Store,Pending
1024,ORD00001024,357,PRD-0011,1,738,2024-01-27 02:53:55,2024-01-28 02:53:55,2024-02-05 02:53:55,Web,Delivered
1025,ORD00001025,138,PRD-0020,4,365,2021-12-30 22:50:21,2022-01-01 22:50:21,2022-01-13 22:50:21,Web,Pending
1026,ORD00001026,581,PRD-0003,2,432,2022-01-18 20:58:09,2022-01-20 20:58:09,2022-01-30 20:58:09,Web,Returned
1027,ORD00001027,349,PRD-0007,3,607,2023-05-22 13:42:16,2023-05-24 13:42:16,2023-06-01 13:42:16,Phone,Delivered
1028,ORD00001028,167,PRD-0019,1,1082,2021-07-24 05:59:56,2021-07-25 05:59:56,2021-07-31 05:59:56,Web,Delivered
1029,ORD00001029,185,PRD-0016,4,1180,2024-11-03 04:34:54,2024-11-04 04:34:54,2024-11-09 04:34:54,Phone,Returned
1030,ORD00001030,281,PRD-0019,1,1944,2023-02-18 02:25:08,2023-02-19 02:25:08,2023-02-28 02:25:08,Web,Returned
1031,ORD00001031,286,PRD-0009,2,654,2021-12-30 00:10:17,2022-01-01 00:10:17,2022-01-10 00:10:17,Phone,Returned
1032,ORD00001032,308,PRD-0008,4,1964,2021-01-24 22:39:00,2021-01-25 22:39:00,2021-01-29 22:39:00,Phone,Pending
1033,ORD00001033,108,PRD-0019,1,1842,2023-10-28 17:42:41,2023-11-01 17:42:41,2023-11-04 17:42:41,Phone,Pending
1034,ORD00001034,586,PRD-0027,3,1766,2023-10-17 20:06:41,2023-10-19 20:06:41,2023-10-25 20:06:41,Store,Delivered
1035,ORD00001035,553,PRD-0014,3,1953,2023-09-07 03:35:36,2023-09-09 03:35:36,2023-09-12 03:35:36,Phone,Cancelled
1036,ORD00001036,510,PRD-0017,1,585,2025-07-05 01:47:16,2025-07-06 01:47:16,2025-07-10 01:47:16,Phone,Returned
1037,ORD00001037,66,PRD-0003,4,1346,2020-10-20 14:06:19,2020-10-24 14:06:19,2020-11-01 14:06:19,Web,Pending
1038,ORD00001038,78,PRD-0016,3,486,2021-07-29 00:14:59,2021-08-02 00:14:59,2021-08-07 00:14:59,Web,Delivered
1039,ORD00001039,426,PRD-0027,3,1155,2024-10-18 07:47:53,2024-10-22 07:47:53,2024-11-04 07:47:53,Phone,Pending
1040,ORD00001040,468,PRD-0016,1,1259,2021-02-25 16:08:25,2021-02-28 16:08:25,2021-03-08 16:08:25,Web,Pending
